"Age","Job","Marital","Education","Default","Mortgage","Loan","Contact","Outcome"
84,"retired","divorced","basic.4y","no","yes","yes","mobile","yes"
43,"admin.","married","high.school","unknown","no","no","mobile","no"
52,"self-employed","married","university.degree","no","no","no","landline","no"
57,"admin.","married","high.school","no","no","no","landline","no"
40,"housemaid","married","university.degree","no","yes","yes","mobile","yes"
29,"admin.","single","basic.9y","no","yes","no","mobile","no"
44,"admin.","single","professional.course","no","no","no","mobile","no"
53,"housemaid","married","professional.course","unknown","yes","no","landline","no"
55,"retired","divorced","high.school","unknown","no","no","mobile","no"
39,"unemployed","divorced","university.degree","no","yes","no","mobile","yes"
30,"technician","single","university.degree","no","no","no","mobile","no"
47,"blue-collar","married","unknown","unknown","yes","yes","landline","no"
25,"student","single","professional.course","no","yes","no","mobile","no"
37,"blue-collar","single","basic.4y","no","yes","yes","mobile","no"
32,"technician","married","professional.course","unknown","no","no","mobile","no"
39,"unemployed","married","university.degree","no","yes","no","landline","no"
46,"admin.","married","basic.9y","no","no","no","mobile","no"
35,"services","married","basic.6y","no","no","no","landline","no"
40,"entrepreneur","married","professional.course","unknown","no","no","landline","no"
23,"student","single","basic.6y","no","no","no","mobile","yes"
51,"housemaid","married","basic.9y","no","no","no","mobile","no"
33,"blue-collar","married","basic.6y","unknown","unknown","unknown","landline","no"
29,"services","married","high.school","no","yes","no","landline","yes"
31,"admin.","divorced","university.degree","unknown","no","no","landline","no"
37,"blue-collar","single","high.school","no","no","no","mobile","no"
33,"technician","single","high.school","no","no","no","mobile","yes"
31,"admin.","married","high.school","unknown","yes","yes","landline","no"
34,"blue-collar","married","basic.9y","no","yes","no","mobile","no"
37,"housemaid","married","high.school","no","no","yes","landline","no"
30,"services","married","high.school","no","no","yes","landline","no"
39,"management","married","university.degree","no","no","no","landline","no"
53,"management","divorced","university.degree","no","no","no","landline","no"
54,"self-employed","married","university.degree","no","yes","no","mobile","yes"
51,"entrepreneur","married","university.degree","no","yes","no","mobile","no"
56,"admin.","divorced","basic.6y","no","no","yes","mobile","no"
22,"blue-collar","single","basic.6y","unknown","unknown","unknown","landline","no"
34,"self-employed","married","university.degree","no","no","no","mobile","no"
36,"blue-collar","single","high.school","no","no","no","mobile","no"
41,"self-employed","married","basic.9y","unknown","yes","no","mobile","no"
38,"entrepreneur","married","basic.9y","no","yes","no","landline","no"
45,"housemaid","married","basic.6y","no","yes","no","mobile","no"
26,"blue-collar","married","high.school","no","yes","no","landline","no"
39,"blue-collar","married","basic.9y","no","yes","no","landline","no"
29,"technician","unknown","high.school","no","yes","no","mobile","no"
28,"student","single","basic.9y","unknown","yes","yes","landline","no"
36,"services","single","high.school","no","yes","no","mobile","yes"
44,"admin.","married","university.degree","unknown","no","no","mobile","no"
54,"blue-collar","married","university.degree","unknown","yes","no","mobile","no"
37,"housemaid","married","high.school","unknown","no","yes","mobile","no"
60,"admin.","married","unknown","no","no","yes","mobile","yes"
37,"blue-collar","single","professional.course","no","no","no","mobile","yes"
32,"management","married","basic.6y","no","yes","no","landline","no"
31,"self-employed","divorced","university.degree","no","yes","no","mobile","no"
52,"admin.","married","high.school","no","yes","yes","mobile","no"
34,"management","married","unknown","no","yes","no","landline","no"
71,"retired","married","high.school","no","yes","no","landline","no"
58,"retired","married","basic.4y","unknown","no","no","landline","no"
25,"unemployed","single","basic.4y","no","no","yes","mobile","yes"
44,"admin.","married","high.school","no","yes","yes","mobile","no"
40,"blue-collar","single","basic.4y","no","yes","no","landline","no"
40,"technician","single","university.degree","no","yes","no","landline","no"
41,"services","married","basic.9y","no","yes","no","landline","no"
42,"blue-collar","single","basic.6y","no","unknown","unknown","landline","no"
42,"blue-collar","married","basic.6y","no","yes","no","mobile","no"
31,"admin.","divorced","high.school","unknown","no","yes","landline","no"
27,"unemployed","single","university.degree","no","yes","no","landline","no"
25,"admin.","single","basic.9y","no","yes","yes","mobile","yes"
72,"retired","divorced","basic.4y","no","yes","yes","mobile","no"
35,"admin.","married","high.school","no","yes","yes","landline","no"
37,"housemaid","divorced","basic.9y","unknown","yes","no","landline","no"
39,"blue-collar","single","basic.4y","no","unknown","unknown","mobile","no"
42,"management","married","university.degree","no","unknown","unknown","mobile","yes"
33,"admin.","single","high.school","no","no","no","mobile","yes"
32,"blue-collar","married","professional.course","unknown","no","no","mobile","no"
30,"admin.","married","university.degree","no","unknown","unknown","mobile","no"
26,"admin.","single","university.degree","no","yes","yes","mobile","yes"
44,"technician","divorced","professional.course","no","no","no","mobile","no"
36,"admin.","divorced","university.degree","no","yes","yes","mobile","yes"
44,"unemployed","divorced","basic.9y","no","no","no","mobile","no"
36,"technician","married","high.school","no","yes","no","mobile","no"
35,"blue-collar","married","basic.4y","unknown","yes","no","mobile","no"
55,"unemployed","married","basic.9y","no","yes","no","mobile","no"
28,"entrepreneur","married","basic.4y","unknown","no","no","landline","no"
65,"admin.","married","university.degree","no","yes","no","mobile","yes"
40,"housemaid","divorced","high.school","no","yes","no","mobile","no"
57,"housemaid","married","university.degree","no","yes","no","mobile","no"
37,"blue-collar","married","high.school","unknown","no","yes","landline","no"
79,"retired","married","basic.4y","no","yes","no","landline","yes"
45,"housemaid","divorced","university.degree","no","no","no","landline","no"
56,"blue-collar","married","basic.6y","unknown","no","no","landline","no"
40,"services","married","basic.4y","unknown","yes","no","mobile","no"
43,"management","married","basic.6y","no","no","no","mobile","yes"
41,"management","married","high.school","unknown","yes","no","mobile","no"
32,"services","married","basic.9y","no","yes","no","landline","no"
35,"admin.","divorced","high.school","no","yes","no","mobile","no"
55,"unknown","married","basic.4y","no","yes","no","mobile","no"
43,"technician","married","high.school","no","yes","no","mobile","no"
24,"student","single","university.degree","no","no","yes","mobile","yes"
31,"management","single","university.degree","no","yes","no","mobile","no"
56,"housemaid","divorced","basic.4y","no","no","no","mobile","no"
50,"technician","married","basic.9y","no","yes","no","landline","no"
48,"admin.","divorced","high.school","no","no","yes","landline","no"
38,"services","single","high.school","no","yes","yes","mobile","yes"
34,"management","single","basic.9y","no","no","no","landline","no"
53,"entrepreneur","married","basic.4y","unknown","yes","no","mobile","no"
33,"entrepreneur","married","basic.9y","unknown","no","no","mobile","no"
38,"technician","married","university.degree","no","unknown","unknown","mobile","yes"
30,"blue-collar","single","high.school","no","yes","yes","mobile","no"
40,"blue-collar","divorced","basic.9y","unknown","yes","yes","landline","no"
30,"technician","married","professional.course","no","unknown","unknown","landline","no"
33,"management","married","university.degree","no","no","no","mobile","no"
25,"blue-collar","married","basic.4y","no","yes","yes","mobile","no"
54,"blue-collar","married","basic.4y","unknown","yes","no","mobile","no"
46,"housemaid","single","basic.9y","unknown","no","no","mobile","no"
54,"blue-collar","married","high.school","no","no","no","landline","no"
63,"retired","married","basic.4y","no","no","no","mobile","yes"
40,"self-employed","married","illiterate","no","yes","no","mobile","yes"
44,"admin.","divorced","university.degree","no","no","no","mobile","no"
53,"self-employed","married","high.school","no","yes","yes","mobile","yes"
45,"blue-collar","married","unknown","no","yes","no","mobile","yes"
55,"blue-collar","married","basic.4y","no","yes","yes","landline","no"
52,"retired","married","high.school","no","yes","yes","mobile","yes"
51,"services","married","unknown","no","no","no","mobile","no"
35,"services","divorced","high.school","no","no","yes","landline","no"
52,"technician","married","high.school","no","no","yes","mobile","no"
50,"admin.","married","high.school","no","no","yes","mobile","yes"
57,"retired","married","high.school","unknown","yes","yes","mobile","no"
39,"self-employed","married","university.degree","no","no","yes","landline","no"
56,"entrepreneur","married","university.degree","no","yes","no","mobile","no"
85,"retired","married","basic.4y","no","no","no","mobile","no"
51,"technician","divorced","professional.course","no","no","no","landline","no"
49,"admin.","divorced","professional.course","no","no","no","mobile","no"
30,"services","divorced","high.school","no","yes","no","landline","no"
42,"housemaid","single","basic.4y","no","yes","no","landline","no"
28,"blue-collar","single","basic.6y","no","no","yes","mobile","yes"
53,"admin.","married","basic.6y","no","yes","no","mobile","no"
36,"services","married","high.school","no","no","no","mobile","no"
48,"unemployed","married","high.school","unknown","yes","yes","landline","no"
44,"blue-collar","married","basic.9y","no","yes","no","landline","no"
41,"admin.","married","basic.9y","unknown","no","no","mobile","no"
46,"admin.","married","basic.6y","no","yes","no","mobile","no"
47,"housemaid","married","basic.4y","no","no","no","mobile","no"
39,"unemployed","married","basic.4y","unknown","no","no","mobile","no"
44,"admin.","married","basic.9y","unknown","yes","no","mobile","no"
57,"retired","married","basic.9y","unknown","yes","no","mobile","no"
53,"management","divorced","high.school","no","no","no","mobile","no"
39,"management","single","high.school","no","no","yes","mobile","no"
25,"admin.","married","high.school","no","yes","yes","landline","no"
46,"technician","married","university.degree","no","unknown","unknown","mobile","no"
56,"unemployed","married","unknown","no","no","no","landline","no"
42,"services","married","high.school","no","yes","yes","landline","no"
42,"technician","married","professional.course","no","yes","no","landline","no"
43,"services","married","basic.6y","no","no","no","landline","no"
26,"technician","single","professional.course","no","no","no","mobile","yes"
51,"blue-collar","married","professional.course","unknown","yes","no","mobile","no"
29,"services","married","high.school","unknown","unknown","unknown","mobile","no"
21,"student","single","basic.9y","no","unknown","unknown","mobile","yes"
69,"retired","married","high.school","no","no","no","mobile","yes"
82,"retired","married","high.school","no","no","no","mobile","yes"
57,"management","married","basic.4y","unknown","yes","no","mobile","no"
43,"admin.","single","high.school","no","yes","no","mobile","yes"
38,"management","single","university.degree","no","yes","no","mobile","no"
36,"blue-collar","married","basic.4y","no","yes","yes","mobile","no"
55,"services","single","high.school","no","no","yes","mobile","yes"
43,"blue-collar","married","basic.4y","unknown","no","no","mobile","no"
35,"blue-collar","single","basic.4y","unknown","no","no","landline","no"
46,"entrepreneur","married","university.degree","no","no","yes","mobile","yes"
52,"admin.","married","high.school","no","yes","no","mobile","no"
36,"blue-collar","single","basic.4y","no","no","no","landline","no"
51,"technician","married","university.degree","unknown","yes","yes","mobile","no"
29,"blue-collar","married","basic.4y","no","no","yes","landline","no"
48,"technician","married","basic.9y","no","no","no","mobile","yes"
43,"admin.","married","university.degree","no","yes","yes","landline","no"
40,"blue-collar","single","basic.9y","no","yes","yes","mobile","no"
56,"services","single","high.school","no","yes","no","mobile","no"
40,"unemployed","married","university.degree","no","yes","yes","mobile","no"
48,"technician","married","professional.course","unknown","no","no","landline","no"
48,"blue-collar","married","basic.9y","no","yes","no","mobile","no"
56,"blue-collar","divorced","basic.9y","no","yes","no","landline","no"
39,"admin.","married","university.degree","no","yes","no","mobile","no"
32,"blue-collar","married","professional.course","unknown","yes","no","mobile","no"
57,"admin.","divorced","university.degree","unknown","yes","no","landline","no"
35,"technician","divorced","professional.course","no","no","no","landline","no"
28,"blue-collar","married","basic.6y","unknown","no","no","mobile","no"
71,"retired","married","basic.4y","unknown","unknown","unknown","mobile","yes"
54,"admin.","divorced","university.degree","no","no","yes","mobile","no"
53,"admin.","married","basic.9y","unknown","no","no","landline","no"
36,"blue-collar","single","basic.9y","no","unknown","unknown","landline","no"
31,"technician","single","basic.9y","no","yes","no","mobile","no"
46,"services","married","unknown","no","yes","yes","mobile","no"
32,"admin.","divorced","high.school","no","no","yes","landline","no"
31,"admin.","married","basic.9y","no","no","no","mobile","no"
36,"services","married","high.school","unknown","yes","no","landline","no"
32,"self-employed","married","university.degree","no","no","yes","mobile","no"
31,"self-employed","single","university.degree","no","no","no","mobile","no"
37,"admin.","married","university.degree","unknown","no","no","mobile","no"
22,"student","single","basic.6y","no","no","no","mobile","yes"
57,"admin.","single","university.degree","no","yes","no","mobile","no"
36,"blue-collar","single","basic.6y","no","no","no","mobile","yes"
44,"blue-collar","single","basic.4y","unknown","no","no","landline","no"
50,"entrepreneur","married","basic.4y","unknown","yes","no","mobile","no"
39,"admin.","married","university.degree","unknown","no","no","mobile","no"
42,"services","married","basic.4y","no","no","no","mobile","no"
40,"blue-collar","married","basic.6y","no","no","no","landline","no"
46,"management","divorced","high.school","no","no","no","mobile","no"
41,"housemaid","divorced","basic.9y","unknown","no","no","mobile","no"
33,"admin.","divorced","high.school","no","yes","no","landline","no"
47,"admin.","married","high.school","no","yes","yes","mobile","no"
30,"technician","divorced","high.school","no","no","no","mobile","no"
73,"retired","married","unknown","no","no","no","landline","yes"
50,"blue-collar","married","unknown","unknown","yes","yes","landline","no"
50,"admin.","divorced","basic.9y","no","no","yes","mobile","yes"
35,"housemaid","single","professional.course","no","yes","yes","mobile","no"
45,"blue-collar","single","basic.9y","no","no","no","mobile","no"
42,"entrepreneur","married","basic.6y","no","no","no","landline","no"
49,"unemployed","single","high.school","no","yes","no","landline","no"
26,"services","single","unknown","no","yes","no","landline","no"
29,"blue-collar","married","basic.9y","no","no","no","landline","no"
53,"admin.","married","professional.course","no","no","yes","mobile","yes"
34,"student","single","professional.course","no","yes","no","mobile","yes"
44,"unknown","married","unknown","no","yes","no","mobile","no"
48,"technician","single","high.school","no","yes","yes","landline","no"
30,"technician","single","university.degree","unknown","yes","no","landline","no"
57,"services","married","unknown","no","no","no","mobile","no"
28,"blue-collar","married","unknown","unknown","no","no","landline","no"
25,"student","married","university.degree","no","no","yes","mobile","no"
33,"technician","married","high.school","unknown","no","no","mobile","no"
33,"technician","married","basic.9y","no","yes","no","mobile","yes"
38,"unemployed","married","basic.9y","no","no","no","mobile","yes"
38,"housemaid","married","basic.9y","no","yes","yes","landline","no"
32,"blue-collar","single","basic.9y","unknown","yes","no","mobile","no"
45,"services","divorced","basic.9y","no","yes","no","mobile","no"
52,"services","divorced","high.school","no","no","no","landline","no"
29,"blue-collar","married","basic.6y","no","unknown","unknown","landline","no"
34,"unemployed","married","basic.6y","unknown","no","yes","landline","no"
37,"entrepreneur","divorced","university.degree","no","no","yes","mobile","no"
67,"admin.","married","basic.4y","unknown","no","no","mobile","yes"
54,"retired","married","basic.4y","unknown","yes","no","mobile","no"
51,"blue-collar","married","basic.6y","no","no","no","mobile","no"
45,"blue-collar","divorced","basic.4y","no","yes","no","landline","no"
31,"technician","divorced","professional.course","no","yes","yes","mobile","no"
53,"technician","married","university.degree","no","yes","no","mobile","no"
23,"student","single","basic.6y","no","yes","no","mobile","yes"
29,"housemaid","single","high.school","no","yes","no","landline","no"
38,"services","married","high.school","no","yes","yes","mobile","no"
46,"housemaid","married","basic.4y","no","no","no","landline","no"
34,"technician","married","high.school","unknown","yes","no","mobile","no"
36,"blue-collar","divorced","basic.9y","unknown","no","no","mobile","no"
32,"admin.","single","university.degree","no","yes","yes","landline","no"
32,"blue-collar","single","university.degree","no","yes","no","landline","no"
30,"self-employed","single","university.degree","no","yes","no","mobile","no"
36,"technician","married","university.degree","no","unknown","unknown","mobile","no"
43,"housemaid","married","professional.course","no","no","no","mobile","yes"
45,"housemaid","married","unknown","unknown","yes","yes","mobile","no"
34,"blue-collar","married","basic.9y","no","no","no","landline","no"
51,"management","married","basic.4y","no","no","no","landline","no"
32,"admin.","single","basic.9y","unknown","no","no","landline","no"
57,"blue-collar","married","basic.9y","no","yes","no","landline","no"
54,"technician","divorced","university.degree","no","no","no","mobile","yes"
41,"blue-collar","married","professional.course","unknown","yes","no","mobile","no"
52,"blue-collar","married","unknown","unknown","no","no","mobile","no"
34,"self-employed","single","high.school","no","yes","no","mobile","no"
83,"retired","married","basic.4y","no","yes","no","mobile","no"
58,"entrepreneur","married","university.degree","no","no","no","landline","no"
38,"technician","single","university.degree","no","yes","yes","mobile","no"
69,"retired","married","professional.course","no","yes","no","landline","no"
45,"technician","single","professional.course","no","yes","yes","mobile","no"
38,"admin.","married","basic.6y","no","yes","no","landline","no"
71,"housemaid","married","basic.4y","no","yes","no","mobile","yes"
46,"housemaid","single","university.degree","no","yes","no","mobile","yes"
37,"blue-collar","married","professional.course","no","no","no","landline","no"
44,"entrepreneur","married","university.degree","no","yes","no","mobile","yes"
38,"management","single","university.degree","no","no","yes","mobile","yes"
27,"management","single","professional.course","no","yes","no","mobile","yes"
51,"housemaid","married","high.school","no","yes","no","mobile","no"
30,"unemployed","single","basic.4y","unknown","no","yes","mobile","no"
36,"blue-collar","married","basic.9y","no","unknown","unknown","mobile","no"
51,"admin.","single","high.school","no","yes","no","landline","yes"
48,"technician","married","professional.course","no","yes","yes","mobile","no"
29,"unemployed","married","university.degree","no","no","no","mobile","no"
39,"management","divorced","basic.9y","unknown","yes","no","mobile","no"
47,"blue-collar","married","basic.6y","no","yes","no","mobile","no"
46,"blue-collar","married","basic.6y","no","yes","no","landline","no"
56,"blue-collar","married","basic.4y","unknown","yes","yes","mobile","no"
98,"retired","married","basic.4y","unknown","yes","no","mobile","yes"
31,"technician","married","professional.course","unknown","yes","yes","landline","no"
33,"housemaid","divorced","professional.course","no","no","no","mobile","no"
47,"admin.","married","professional.course","no","no","no","landline","no"
51,"management","married","university.degree","no","no","no","landline","no"
46,"admin.","married","high.school","no","yes","yes","mobile","no"
24,"blue-collar","married","basic.9y","no","unknown","unknown","landline","no"
32,"blue-collar","divorced","basic.9y","no","yes","no","mobile","no"
54,"retired","married","professional.course","unknown","no","no","mobile","no"
51,"technician","divorced","professional.course","no","yes","yes","mobile","no"
59,"self-employed","divorced","university.degree","no","no","no","mobile","yes"
40,"student","single","university.degree","no","no","yes","mobile","yes"
43,"services","married","high.school","unknown","no","yes","mobile","no"
52,"technician","married","high.school","unknown","yes","no","landline","no"
48,"entrepreneur","married","basic.9y","unknown","no","no","mobile","no"
39,"admin.","married","university.degree","no","no","no","mobile","yes"
55,"housemaid","married","university.degree","no","yes","no","mobile","no"
31,"services","married","high.school","unknown","unknown","unknown","landline","no"
46,"blue-collar","married","basic.4y","no","yes","no","mobile","no"
38,"blue-collar","married","basic.6y","no","no","no","landline","no"
40,"admin.","single","high.school","no","yes","no","landline","yes"
62,"housemaid","married","basic.4y","no","no","no","mobile","yes"
41,"self-employed","married","high.school","no","yes","no","landline","no"
42,"services","married","professional.course","no","no","no","landline","no"
40,"retired","married","high.school","no","no","no","mobile","yes"
22,"student","single","high.school","no","yes","yes","mobile","yes"
53,"blue-collar","single","basic.4y","unknown","yes","no","mobile","no"
42,"blue-collar","married","basic.9y","unknown","no","yes","mobile","no"
43,"management","married","university.degree","no","yes","no","mobile","no"
45,"admin.","single","basic.9y","unknown","yes","no","landline","no"
69,"housemaid","divorced","professional.course","no","no","no","mobile","yes"
40,"student","single","high.school","no","no","no","mobile","no"
38,"unemployed","married","professional.course","no","no","no","landline","no"
27,"unemployed","married","basic.6y","unknown","no","no","mobile","no"
23,"admin.","single","professional.course","no","no","yes","mobile","no"
48,"self-employed","divorced","professional.course","no","no","no","landline","no"
33,"admin.","married","basic.9y","no","no","no","landline","no"
57,"retired","divorced","high.school","no","no","no","landline","no"
35,"admin.","married","high.school","no","yes","no","mobile","no"
35,"blue-collar","married","high.school","no","no","no","landline","no"
46,"self-employed","married","university.degree","no","no","no","mobile","yes"
39,"services","married","high.school","no","yes","no","mobile","no"
25,"blue-collar","single","basic.9y","no","no","no","mobile","no"
37,"admin.","married","university.degree","unknown","yes","no","mobile","no"
38,"blue-collar","married","basic.4y","unknown","no","no","landline","no"
41,"retired","divorced","basic.9y","no","yes","no","landline","yes"
18,"student","single","basic.9y","no","yes","no","mobile","no"
39,"admin.","single","high.school","no","yes","no","landline","yes"
55,"admin.","divorced","high.school","no","unknown","unknown","mobile","no"
50,"blue-collar","married","professional.course","unknown","no","no","mobile","no"
36,"blue-collar","single","basic.9y","no","no","yes","mobile","yes"
51,"blue-collar","single","illiterate","unknown","yes","no","mobile","no"
38,"admin.","single","basic.9y","no","yes","yes","landline","yes"
50,"unemployed","married","professional.course","no","no","no","landline","no"
42,"self-employed","married","high.school","no","no","no","landline","no"
40,"entrepreneur","divorced","unknown","no","no","yes","mobile","no"
46,"management","married","basic.9y","unknown","yes","no","landline","no"
36,"unemployed","married","professional.course","no","yes","no","landline","no"
57,"housemaid","married","basic.4y","no","yes","no","mobile","no"
56,"management","divorced","basic.9y","unknown","yes","no","landline","no"
31,"technician","divorced","high.school","no","no","no","mobile","no"
25,"admin.","married","professional.course","no","no","yes","mobile","yes"
57,"blue-collar","married","basic.6y","unknown","no","no","mobile","no"
50,"admin.","divorced","high.school","unknown","no","yes","mobile","no"
51,"services","married","unknown","no","no","yes","mobile","no"
50,"unemployed","married","professional.course","unknown","yes","yes","mobile","no"
35,"blue-collar","married","basic.4y","no","no","no","landline","no"
36,"services","married","basic.9y","no","no","yes","mobile","no"
37,"technician","divorced","high.school","no","no","no","landline","yes"
38,"student","single","university.degree","no","no","no","landline","no"
49,"housemaid","married","professional.course","no","no","no","mobile","yes"
46,"management","married","university.degree","no","no","no","mobile","no"
39,"self-employed","married","basic.9y","no","no","no","mobile","no"
53,"blue-collar","divorced","unknown","no","no","no","mobile","no"
24,"services","single","basic.9y","unknown","yes","no","mobile","no"
42,"admin.","married","unknown","no","no","no","landline","no"
50,"management","married","high.school","unknown","yes","no","landline","no"
27,"admin.","single","university.degree","no","yes","no","landline","no"
46,"technician","divorced","professional.course","unknown","no","no","mobile","no"
32,"services","divorced","basic.6y","no","yes","no","landline","yes"
34,"blue-collar","married","basic.9y","no","no","no","mobile","yes"
36,"admin.","married","basic.6y","no","no","no","landline","no"
34,"technician","married","university.degree","no","no","yes","landline","no"
35,"admin.","married","university.degree","no","yes","yes","landline","no"
24,"blue-collar","married","basic.9y","unknown","no","no","landline","no"
56,"technician","married","professional.course","no","no","no","mobile","yes"
29,"technician","single","basic.9y","no","unknown","unknown","landline","no"
25,"blue-collar","single","basic.9y","unknown","yes","no","landline","no"
30,"entrepreneur","single","high.school","no","no","no","landline","no"
38,"management","married","university.degree","no","yes","yes","mobile","yes"
41,"technician","married","high.school","no","no","no","mobile","no"
24,"admin.","single","high.school","no","yes","no","mobile","no"
30,"technician","single","university.degree","unknown","no","no","mobile","yes"
48,"blue-collar","divorced","high.school","unknown","no","yes","landline","no"
24,"entrepreneur","married","university.degree","unknown","no","no","landline","no"
55,"services","married","high.school","no","no","no","landline","no"
50,"services","divorced","professional.course","no","no","no","landline","no"
36,"entrepreneur","married","university.degree","no","yes","no","landline","no"
31,"technician","married","high.school","no","no","yes","mobile","no"
43,"management","married","university.degree","no","no","no","mobile","yes"
60,"admin.","divorced","high.school","no","no","no","mobile","no"
32,"services","married","basic.4y","no","yes","yes","mobile","no"
43,"technician","married","high.school","no","yes","no","landline","no"
23,"technician","single","university.degree","no","yes","no","mobile","no"
31,"blue-collar","married","basic.6y","unknown","unknown","unknown","landline","yes"
37,"admin.","married","university.degree","no","yes","no","mobile","yes"
43,"retired","divorced","basic.4y","no","yes","no","mobile","yes"
39,"technician","divorced","professional.course","no","no","yes","mobile","no"
35,"blue-collar","single","basic.9y","unknown","yes","no","mobile","no"
55,"technician","married","professional.course","unknown","yes","no","mobile","no"
51,"admin.","divorced","university.degree","no","no","no","landline","no"
45,"blue-collar","single","basic.9y","no","no","no","landline","no"
54,"management","married","high.school","unknown","yes","yes","landline","no"
35,"blue-collar","divorced","basic.9y","no","no","no","landline","no"
55,"management","married","unknown","no","yes","yes","landline","no"
58,"technician","divorced","basic.9y","no","no","no","mobile","no"
48,"technician","married","professional.course","yes","yes","no","mobile","no"
55,"retired","married","high.school","unknown","yes","no","mobile","no"
57,"technician","married","professional.course","unknown","yes","no","mobile","no"
56,"student","single","high.school","no","yes","no","mobile","yes"
34,"services","divorced","basic.6y","unknown","yes","no","mobile","no"
35,"blue-collar","divorced","basic.9y","unknown","no","no","landline","yes"
45,"services","single","high.school","no","no","no","landline","no"
34,"blue-collar","single","basic.6y","unknown","yes","no","mobile","no"
30,"blue-collar","single","basic.9y","unknown","yes","yes","landline","no"
26,"blue-collar","single","basic.4y","no","no","yes","mobile","no"
36,"technician","single","university.degree","no","yes","yes","mobile","no"
37,"blue-collar","married","basic.4y","unknown","no","yes","mobile","no"
29,"entrepreneur","single","basic.4y","no","no","no","mobile","no"
38,"student","married","high.school","no","no","no","mobile","yes"
39,"technician","married","basic.6y","no","yes","no","landline","no"
53,"technician","married","high.school","no","yes","no","mobile","no"
60,"management","married","professional.course","no","yes","no","mobile","no"
33,"technician","single","professional.course","no","no","yes","mobile","no"
48,"blue-collar","married","high.school","no","no","no","mobile","no"
35,"admin.","single","university.degree","no","unknown","unknown","mobile","no"
33,"management","single","university.degree","no","yes","no","mobile","no"
30,"services","divorced","high.school","no","no","no","mobile","no"
88,"retired","divorced","basic.4y","no","yes","yes","mobile","no"
56,"housemaid","divorced","basic.4y","unknown","yes","no","landline","no"
41,"self-employed","single","university.degree","no","no","yes","mobile","yes"
25,"unemployed","married","high.school","no","yes","no","mobile","yes"
46,"technician","married","basic.6y","no","no","no","mobile","no"
32,"management","single","university.degree","no","no","no","mobile","no"
32,"management","single","professional.course","no","yes","no","mobile","yes"
46,"technician","divorced","professional.course","no","yes","no","landline","no"
60,"retired","married","university.degree","unknown","yes","no","landline","no"
59,"admin.","divorced","basic.9y","no","yes","no","mobile","no"
30,"entrepreneur","married","professional.course","no","no","no","landline","no"
44,"services","married","high.school","unknown","no","no","mobile","no"
31,"technician","married","high.school","unknown","yes","yes","landline","no"
32,"entrepreneur","married","university.degree","no","yes","yes","landline","no"
31,"housemaid","married","basic.6y","no","no","no","mobile","no"
27,"technician","single","high.school","no","yes","no","landline","no"
58,"technician","divorced","basic.9y","no","no","no","landline","no"
46,"blue-collar","married","basic.9y","unknown","no","yes","landline","no"
39,"housemaid","married","basic.9y","no","yes","no","landline","no"
35,"technician","married","basic.9y","no","yes","no","mobile","yes"
34,"services","single","university.degree","unknown","no","no","landline","yes"
44,"admin.","divorced","university.degree","no","no","no","landline","yes"
56,"technician","married","university.degree","no","no","yes","landline","no"
31,"services","single","professional.course","no","yes","no","mobile","no"
50,"services","divorced","unknown","no","no","no","landline","no"
37,"technician","single","professional.course","unknown","no","no","mobile","no"
70,"retired","single","basic.9y","unknown","no","no","landline","yes"
37,"self-employed","divorced","university.degree","no","yes","no","landline","no"
47,"blue-collar","married","professional.course","no","no","no","mobile","no"
35,"blue-collar","married","unknown","no","no","yes","landline","no"
62,"blue-collar","married","basic.4y","no","yes","no","mobile","no"
36,"admin.","married","high.school","unknown","no","yes","landline","no"
31,"admin.","married","high.school","no","yes","no","mobile","no"
42,"housemaid","divorced","basic.4y","no","yes","no","landline","no"
46,"services","married","basic.4y","no","yes","no","mobile","no"
33,"admin.","single","high.school","unknown","no","yes","landline","no"
32,"management","married","high.school","no","yes","yes","mobile","no"
46,"technician","divorced","high.school","no","no","yes","mobile","yes"
21,"blue-collar","single","basic.9y","no","no","no","mobile","no"
46,"housemaid","married","basic.9y","no","yes","no","landline","no"
35,"blue-collar","married","high.school","no","no","yes","landline","no"
40,"self-employed","married","basic.9y","unknown","no","no","mobile","no"
53,"entrepreneur","married","unknown","no","yes","no","landline","no"
35,"blue-collar","married","high.school","no","yes","no","mobile","no"
31,"blue-collar","married","basic.6y","unknown","yes","no","mobile","no"
45,"admin.","married","university.degree","no","no","no","mobile","yes"
53,"admin.","single","unknown","unknown","yes","no","mobile","no"
46,"admin.","divorced","basic.9y","unknown","no","no","landline","no"
64,"unemployed","married","basic.4y","no","yes","no","mobile","no"
52,"technician","married","university.degree","no","yes","no","landline","no"
43,"services","single","unknown","no","no","no","landline","yes"
34,"technician","single","professional.course","no","yes","yes","mobile","yes"
36,"technician","single","professional.course","no","no","no","landline","no"
40,"admin.","single","unknown","no","no","no","mobile","yes"
46,"technician","single","university.degree","no","yes","no","landline","no"
23,"entrepreneur","married","university.degree","no","yes","no","mobile","no"
33,"management","married","university.degree","no","no","yes","landline","no"
45,"management","married","high.school","unknown","yes","no","mobile","no"
48,"management","married","university.degree","unknown","yes","no","landline","no"
56,"technician","divorced","professional.course","no","yes","no","landline","no"
26,"admin.","single","university.degree","no","no","no","mobile","no"
56,"retired","married","high.school","no","yes","no","mobile","yes"
53,"services","married","high.school","unknown","no","no","landline","no"
